Customer Name,SurveyID for external use (e.g. tech support),Club's Name,Social Media Source,Creation Date,Comment,Overall Score
Douglas Hess,295ca2a8-4d44-453b-8895-b8f8de4544bc,Peterland Gym,Google,2024-05-03,Can get crowded during peak hours. Some machines were broken during my visit.,1
Tina Young,8cc27a87-ffad-4e42-9c24-3207194de6f5,North Larryberg Gym,Google,2024-03-25,Locker rooms could be cleaner. Staff are very friendly and helpful. Atmosphere is motivating and energetic. Classes are fun and motivating.,2
Sarah Meyer,263a4a6b-8012-4ed1-9532-b1728cf7f861,Lake Michelle Gym,Google,2022-08-23,Locker rooms could be cleaner. Can get crowded during peak hours.,3
Heidi Snow,ebbb0b3b-1aaa-40df-ba86-71f694c3c459,North Ryan Gym,Google,2022-10-16,Locker rooms could be cleaner. Good variety of machines and weights.,2
Dawn Levy,a7051c0c-e162-4661-ab65-0081f147d3cd,Lake Thomas Gym,Google,2023-07-12,Easy to book classes online. Classes are fun and motivating. Good variety of machines and weights. Can get crowded during peak hours.,1
Daniel Gutierrez,3375e402-c714-4be2-886e-2554021c8ecd,Thomaschester Gym,Google,2023-06-02,Parking is limited but manageable. Classes are fun and motivating.,3
Shannon Ayers,4a153b88-0fce-4ce0-979f-5035e23f3f21,Port Jamesstad Gym,Google,2023-08-15,Locker rooms could be cleaner. Parking is limited but manageable.,5
Terry Torres,35f949eb-2f6f-47d0-8551-8231d0119bcb,Lake Angelchester Gym,Google,2022-06-25,Atmosphere is motivating and energetic. Good variety of machines and weights. Easy to book classes online.,5
Deborah Bishop,0bb9ae32-e8e8-410f-9a0d-7897a6c3bbdb,Tanyatown Gym,Google,2022-07-05,Locker rooms could be cleaner. Can get crowded during peak hours. Staff are very friendly and helpful. Classes are fun and motivating.,2
Austin Hanson,893f90d4-f4de-48b5-8dad-d7f06b753126,Mariaside Gym,Google,2022-07-29,Atmosphere is motivating and energetic. Good variety of machines and weights. Great equipment and clean facilities.,3
Richard Riley,7bf4e7c9-de62-491b-97aa-527488ea9703,West Cesarshire Gym,Google,2022-08-22,Good variety of machines and weights. Some machines were broken during my visit. Parking is limited but manageable.,3
Daniel Martinez,ea67c903-913f-4f5e-9a69-6d1625dd336e,Port Keith Gym,Google,2022-06-17,Can get crowded during peak hours. Classes are fun and motivating. Some machines were broken during my visit.,1
Denise Mora,9be3ee4d-3f48-4485-8ed9-07607ff42339,Lewisfort Gym,Google,2022-07-20,Atmosphere is motivating and energetic. Some machines were broken during my visit.,1
Christopher Barber,2b0c6282-1176-4bec-b700-9df7bf1e7728,North Melanieborough Gym,Google,2022-06-18,Staff are very friendly and helpful. Good variety of machines and weights.,2
Mary Brown,59c7d33c-cfb2-4994-94af-fd5737e4a501,Melanieborough Gym,Google,2024-01-03,Staff are very friendly and helpful. Classes are fun and motivating.,2
Annette Moore,3f8bfb9a-579c-4868-b873-700e0ec19819,Michaelchester Gym,Google,2022-06-23,Easy to book classes online. Staff are very friendly and helpful. Can get crowded during peak hours.,3
Timothy Miller,fd2b51dd-25ec-459b-b1af-2a345a07f62c,East Jimmy Gym,Google,2022-03-20,Easy to book classes online. Classes are fun and motivating.,2
Keith Gutierrez,e6697e88-83d8-4272-a2dd-fb257ec38e0f,South Shaneburgh Gym,Google,2022-07-24,Good variety of machines and weights. Can get crowded during peak hours. Some machines were broken during my visit.,1
Shelia Romero,08db4ab6-03c5-4705-a2f1-88ffb866caa9,Benjaminfurt Gym,Google,2023-01-03,Great equipment and clean facilities. Easy to book classes online. Some machines were broken during my visit.,3
Jessica Smith,a47b74e4-3e6f-4427-8be5-4cff4e7d2566,Kristieport Gym,Google,2024-02-26,Parking is limited but manageable. Locker rooms could be cleaner. Great equipment and clean facilities.,3
Ryan Harris,74a3ba2a-8931-40f2-b1d8-a72dcf81ab5d,New Ronald Gym,Google,2023-02-07,Good variety of machines and weights. Staff are very friendly and helpful.,5
Dennis Lopez,28ffd232-d0ea-459a-8d30-b73438b9c16f,East Melissaton Gym,Google,2023-10-05,Parking is limited but manageable. Good variety of machines and weights. Great equipment and clean facilities.,1
Brandon Johnson,31aa031f-b786-4d76-a85b-e03efc918c9a,North Melissa Gym,Google,2024-03-26,Staff are very friendly and helpful. Easy to book classes online. Some machines were broken during my visit. Great equipment and clean facilities.,3
Julia Jones,37d9447c-7f19-40f5-be87-271e7b256bc9,Jasonbury Gym,Google,2023-11-09,Great equipment and clean facilities. Parking is limited but manageable. Classes are fun and motivating. Some machines were broken during my visit.,1
Nicholas Marshall,80396b03-6f66-4663-99ba-24c00263c189,Nelsonmouth Gym,Google,2024-01-15,Good variety of machines and weights. Easy to book classes online. Parking is limited but manageable.,2
Sandra Moyer,be3d4bf1-b9e1-4e24-8fc8-15b7234e19ad,Patrickberg Gym,Google,2022-08-07,Locker rooms could be cleaner. Atmosphere is motivating and energetic. Great equipment and clean facilities. Parking is limited but manageable.,2
Hannah Moran,11eefbd6-5bc6-4301-8c1d-fa29361dfb6c,Dianeland Gym,Google,2024-02-26,Easy to book classes online. Some machines were broken during my visit.,3
Cameron Sanchez,1f5507ea-bd5e-4cb4-847a-0c40608cce38,Michealborough Gym,Google,2024-02-28,Good variety of machines and weights. Easy to book classes online. Locker rooms could be cleaner.,2
Patrick Hurley,2fadf6ec-c564-41bd-a9ec-42883fd3b009,Lake Robertmouth Gym,Google,2023-09-11,Locker rooms could be cleaner. Classes are fun and motivating. Some machines were broken during my visit.,3
April Miller,c905d7d8-3899-4d93-b8ef-3f2b63a6769b,Harrismouth Gym,Google,2023-03-01,Locker rooms could be cleaner. Easy to book classes online. Classes are fun and motivating.,2
Kevin Mueller,0345479d-c2e2-4f77-9194-33c0762f1d45,New Mark Gym,Google,2022-10-21,Some machines were broken during my visit. Easy to book classes online.,3
Henry Hansen,901d0899-62a8-41cd-8761-d53a5119fc25,New Chelsea Gym,Google,2024-01-22,Staff are very friendly and helpful. Parking is limited but manageable. Atmosphere is motivating and energetic.,2
Joshua Hernandez,899e16d5-3922-4359-95b0-05a8282d5a22,Port John Gym,Google,2024-01-11,Staff are very friendly and helpful. Parking is limited but manageable. Classes are fun and motivating. Some machines were broken during my visit.,1
Christopher Dougherty,2b8c5924-4d54-40e5-8bda-2ed35c032694,Anthonyshire Gym,Google,2024-01-18,Good variety of machines and weights. Can get crowded during peak hours. Locker rooms could be cleaner.,4
Patrick Harris,14e5b274-1a81-4834-96c3-cebe5bc03a6e,Alanfurt Gym,Google,2023-09-15,Classes are fun and motivating. Atmosphere is motivating and energetic.,3
Philip Cohen,4c16e212-19ee-477e-975a-f31d7e98e727,Jordanview Gym,Google,2023-08-10,Classes are fun and motivating. Great equipment and clean facilities. Easy to book classes online. Can get crowded during peak hours.,2
Samantha Thompson,c16c3da1-2345-4966-a901-a5472d320a09,West Lisa Gym,Google,2022-05-07,Great equipment and clean facilities. Parking is limited but manageable. Easy to book classes online.,3
Jennifer Mccoy,17c987ae-9c38-4135-930a-219712c70d2d,East David Gym,Google,2023-12-19,Classes are fun and motivating. Parking is limited but manageable. Good variety of machines and weights. Great equipment and clean facilities.,3
Melissa Gomez,652db6f9-2586-4d56-a136-466fc5eb4980,Williamstad Gym,Google,2023-04-03,Some machines were broken during my visit. Atmosphere is motivating and energetic. Parking is limited but manageable.,5
Cody Stewart,6d606a70-5e20-4893-9aa6-a1a4b9282172,Port Nicole Gym,Google,2023-11-01,Locker rooms could be cleaner. Good variety of machines and weights. Staff are very friendly and helpful. Atmosphere is motivating and energetic.,1
Suzanne Leblanc,2844b070-4ff9-46a8-a85b-d8cba7c905f7,Ivanshire Gym,Google,2022-11-22,Classes are fun and motivating. Locker rooms could be cleaner.,5
Joseph Smith,958ecc61-9e31-41f2-830e-477fc1162b4b,New Kelseyside Gym,Google,2024-02-14,Great equipment and clean facilities. Easy to book classes online.,1
Jonathan Baxter,f3adc9b3-7552-4531-a9fe-a7adb4d853cb,South Jonathanville Gym,Google,2023-10-18,Good variety of machines and weights. Locker rooms could be cleaner. Parking is limited but manageable.,3
David Morse,fb08380e-2cdc-4ded-8c6e-7b1de7fafd75,Kathleenport Gym,Google,2022-12-29,Easy to book classes online. Can get crowded during peak hours. Parking is limited but manageable. Some machines were broken during my visit.,4
Angela Clark,20a536d8-9374-40be-ac37-d47aa3576668,Gregorychester Gym,Google,2023-11-02,Locker rooms could be cleaner. Can get crowded during peak hours. Some machines were broken during my visit.,3
Danielle Glass,9b031b32-b778-40a5-aad9-d8fd58d3def1,Jonesland Gym,Google,2024-02-28,Atmosphere is motivating and energetic. Great equipment and clean facilities. Parking is limited but manageable.,2
Aaron Reeves,afd7a9ce-8b35-4c73-83e7-2cf1792fe954,Wilkinsside Gym,Google,2024-02-17,Staff are very friendly and helpful. Can get crowded during peak hours. Atmosphere is motivating and energetic.,2
Laura French,0948405e-4535-4fd2-8ff4-265d98dd917f,Griffinfort Gym,Google,2023-11-02,Good variety of machines and weights. Can get crowded during peak hours. Parking is limited but manageable.,1
Kevin Goodwin,8a0798b1-73c7-4862-b454-259d15ae95c2,Raymondberg Gym,Google,2023-01-13,Locker rooms could be cleaner. Atmosphere is motivating and energetic.,3
Michael Wood,21c6c6a4-338d-49b2-8ab6-14c00697a035,Emilyberg Gym,Google,2022-10-07,Great equipment and clean facilities. Staff are very friendly and helpful.,3
Timothy Hoover,31e49aef-c421-4d47-9ac1-c95a9248df4a,Singhbury Gym,Google,2024-01-04,Locker rooms could be cleaner. Some machines were broken during my visit. Easy to book classes online. Staff are very friendly and helpful.,3
David Smith,b999cc90-4315-4f72-9ebc-a1439926de58,Carlosstad Gym,Google,2022-09-17,Great equipment and clean facilities. Can get crowded during peak hours. Locker rooms could be cleaner. Some machines were broken during my visit.,1
Victoria Johnson,813bc137-3382-4ac7-9bc8-cafddf1e6842,Port Natalie Gym,Google,2023-12-21,Locker rooms could be cleaner. Easy to book classes online.,5
Kyle Moore,6f2183fe-524b-4959-8247-eeb98662f277,Derekport Gym,Google,2023-07-22,Classes are fun and motivating. Locker rooms could be cleaner. Easy to book classes online.,1
Sabrina Lindsey,92114839-11f6-40ec-80bd-2d364b549fc8,Lewisport Gym,Google,2023-03-17,Good variety of machines and weights. Locker rooms could be cleaner. Atmosphere is motivating and energetic.,3
Christopher Schwartz,8677e57c-6370-4f65-addc-39c6452b3124,New Benjamin Gym,Google,2023-10-17,Can get crowded during peak hours. Classes are fun and motivating. Some machines were broken during my visit. Great equipment and clean facilities.,2
Sara Mooney,587e8733-97d2-46e3-addf-ef2e5886004c,New Nicole Gym,Google,2023-11-28,Good variety of machines and weights. Great equipment and clean facilities. Easy to book classes online. Some machines were broken during my visit.,2
Alyssa Fowler,fcd5baf2-8c19-4062-a929-d8852252e899,West Alexander Gym,Google,2023-11-12,Easy to book classes online. Parking is limited but manageable. Some machines were broken during my visit.,5
Evan Gould,ee683deb-a2aa-4aad-a7f4-b28ec606f19a,New Connieborough Gym,Google,2023-02-24,Atmosphere is motivating and energetic. Staff are very friendly and helpful.,3
Michelle Hill,494cd8cd-2358-419e-acf4-6661178d33dd,Davisside Gym,Google,2024-01-09,Some machines were broken during my visit. Staff are very friendly and helpful. Good variety of machines and weights. Classes are fun and motivating.,5
Catherine Saunders,cf0f6cb7-d9c2-43e1-887e-a33f70be31e8,East Matthew Gym,Google,2022-12-03,Good variety of machines and weights. Some machines were broken during my visit.,1
James Diaz,6f1b8d80-225e-4fa4-bfaa-fead3d6b83fc,Meganborough Gym,Google,2022-09-06,Atmosphere is motivating and energetic. Classes are fun and motivating. Good variety of machines and weights.,3
Stacy Garcia,3cca11ef-a66c-4b48-bdbf-2ce1ed756472,Johnsonport Gym,Google,2023-08-19,Locker rooms could be cleaner. Good variety of machines and weights.,4
Craig Miller,c3f6ea4f-6491-4d87-b2b9-0833bec5d172,New Joyceton Gym,Google,2022-09-11,Can get crowded during peak hours. Great equipment and clean facilities.,1
Jeffrey Ross,26a4b6e0-6edc-44ee-8b2b-c20b831ac10e,Brianshire Gym,Google,2022-03-26,Locker rooms could be cleaner. Classes are fun and motivating. Atmosphere is motivating and energetic.,4
Michelle Vasquez,d15ca370-5da6-478b-90ea-a202794e3221,West Kenneth Gym,Google,2023-05-07,Locker rooms could be cleaner. Easy to book classes online. Staff are very friendly and helpful. Great equipment and clean facilities.,2
Tony Aguirre,ae378d2b-43a1-41f6-b2c2-f9233efa12a4,Saundersville Gym,Google,2022-11-05,Classes are fun and motivating. Locker rooms could be cleaner.,3
Kelly Barton,011447a2-0cec-41b5-936e-ed35349e115f,Port Lauren Gym,Google,2023-06-13,Good variety of machines and weights. Classes are fun and motivating. Atmosphere is motivating and energetic.,5
Victor Thomas,ea6c248d-60f6-4fe2-9849-4d966bd36899,South Donnaville Gym,Google,2023-02-27,Good variety of machines and weights. Some machines were broken during my visit. Easy to book classes online.,3
David Gonzales,8d2a877b-1be6-46aa-84cf-bd8617e222af,Wallacebury Gym,Google,2022-03-26,Staff are very friendly and helpful. Atmosphere is motivating and energetic.,3
Carla White,cb3387f8-6ac3-4156-aa8d-d3734b7efaf3,Marisaville Gym,Google,2022-04-09,Can get crowded during peak hours. Atmosphere is motivating and energetic. Parking is limited but manageable.,1
Renee Tran,6ba4892e-51f8-4575-a547-f738d036d3d4,Jamesburgh Gym,Google,2022-10-25,Some machines were broken during my visit. Parking is limited but manageable. Classes are fun and motivating. Atmosphere is motivating and energetic.,3
Jack Collier,bc8ca8ce-1bd6-465d-946a-47009e9294fc,New Kurtland Gym,Google,2024-04-29,Parking is limited but manageable. Good variety of machines and weights. Atmosphere is motivating and energetic.,3
Tony Richardson,7718eebd-872d-4b28-aab7-83d2e17da209,Villarrealmouth Gym,Google,2022-11-07,Locker rooms could be cleaner. Easy to book classes online.,4
Heather Flores,a75c024a-a0db-4aeb-9cc1-79c5114e44a8,Stewartbury Gym,Google,2024-01-19,Locker rooms could be cleaner. Some machines were broken during my visit. Parking is limited but manageable. Great equipment and clean facilities.,5
Cynthia Simon,0f54d51c-ab2d-457c-bc96-5e8cdb74e030,Lake Maria Gym,Google,2024-04-07,Great equipment and clean facilities. Good variety of machines and weights. Classes are fun and motivating. Atmosphere is motivating and energetic.,1
Dakota Foster,d8cd35b0-7ad1-4993-85d9-e8e0e2db509b,Robertsonmouth Gym,Google,2022-04-06,Classes are fun and motivating. Staff are very friendly and helpful.,4
Monica Downs,c0e6d1b3-f85e-4c4a-bc93-e223959a2486,West Grant Gym,Google,2023-06-06,Easy to book classes online. Staff are very friendly and helpful.,5
William Liu,897b6b93-3d74-40ed-a71b-e761b8a6cb61,Riceside Gym,Google,2023-02-20,Great equipment and clean facilities. Staff are very friendly and helpful.,4
Steven Wilkinson,0fdd2600-2fd7-4b2c-865f-6cbf8ccd3588,Williamsfurt Gym,Google,2023-04-17,Good variety of machines and weights. Parking is limited but manageable.,2
Julia Arnold,dfef795b-5f23-4308-b412-cfe202cc81a5,New Cherylchester Gym,Google,2024-02-22,Good variety of machines and weights. Great equipment and clean facilities. Atmosphere is motivating and energetic. Parking is limited but manageable.,2
Ashley Merritt,81b1ac42-6166-41e3-8477-0d29960d1c3b,North Aaron Gym,Google,2023-02-03,Great equipment and clean facilities. Can get crowded during peak hours. Classes are fun and motivating. Staff are very friendly and helpful.,4
Shannon Martin,f7fd405b-1f10-420e-91d8-804af9e55783,Prestonmouth Gym,Google,2023-04-20,Staff are very friendly and helpful. Atmosphere is motivating and energetic.,5
Sarah Harding,b802e743-5c26-4b68-94ce-d1baf191b895,North Elizabethchester Gym,Google,2024-05-01,Good variety of machines and weights. Atmosphere is motivating and energetic. Parking is limited but manageable. Classes are fun and motivating.,4
Matthew Brock,af9a61f3-720b-451f-9bce-e51925661d4a,South Julia Gym,Google,2022-06-21,Great equipment and clean facilities. Parking is limited but manageable. Classes are fun and motivating.,2
